text,URL,label,url_length,has_ip_address,dot_count,https_flag,subdomain_count
"Welcome to our website, user 2487",https://www.legit2487.com/login,0,31,0,2,1,1
"Welcome to our website, user 2840",https://www.legit2840.com/login,0,31,0,2,1,1
"Welcome to our website, user 4329",https://www.legit4329.com/login,0,31,0,2,1,1
"Welcome to our website, user 2930",https://www.legit2930.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1424",http://192.168.149.149/login.php,1,32,1,4,0,3
"Welcome to our website, user 2485",https://www.legit2485.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 747",http://192.168.237.237/login.php,1,32,1,4,0,3
"Welcome to our website, user 883",https://www.legit883.com/login,0,30,0,2,1,1
"Welcome to our website, user 4914",https://www.legit4914.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1210",http://192.168.190.190/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4578",http://192.168.243.243/login.php,1,32,1,4,0,3
"Welcome to our website, user 211",https://www.legit211.com/login,0,30,0,2,1,1
"Welcome to our website, user 2275",https://www.legit2275.com/login,0,31,0,2,1,1
"Welcome to our website, user 2328",https://www.legit2328.com/login,0,31,0,2,1,1
"Welcome to our website, user 4950",https://www.legit4950.com/login,0,31,0,2,1,1
"Welcome to our website, user 3319",https://www.legit3319.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4834",http://192.168.244.244/login.php,1,32,1,4,0,3
"Welcome to our website, user 4607",https://www.legit4607.com/login,0,31,0,2,1,1
"Welcome to our website, user 1438",https://www.legit1438.com/login,0,31,0,2,1,1
"Welcome to our website, user 467",https://www.legit467.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 466",http://192.168.211.211/login.php,1,32,1,4,0,3
"Welcome to our website, user 3329",https://www.legit3329.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 828",http://192.168.63.63/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3607",http://192.168.37.37/login.php,1,30,1,4,0,3
"Welcome to our website, user 696",https://www.legit696.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 2267",http://192.168.227.227/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4144",http://192.168.64.64/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3180",http://192.168.120.120/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4938",http://192.168.93.93/login.php,1,30,1,4,0,3
"Welcome to our website, user 1314",https://www.legit1314.com/login,0,31,0,2,1,1
"Welcome to our website, user 2301",https://www.legit2301.com/login,0,31,0,2,1,1
"Welcome to our website, user 2039",https://www.legit2039.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2108",http://192.168.68.68/login.php,1,30,1,4,0,3
"Welcome to our website, user 3666",https://www.legit3666.com/login,0,31,0,2,1,1
"Welcome to our website, user 914",https://www.legit914.com/login,0,30,0,2,1,1
"Welcome to our website, user 12",https://www.legit12.com/login,0,29,0,2,1,1
"Your account has been compromised, click here 3583",http://192.168.13.13/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1427",http://192.168.152.152/login.php,1,32,1,4,0,3
"Welcome to our website, user 1536",https://www.legit1536.com/login,0,31,0,2,1,1
"Welcome to our website, user 736",https://www.legit736.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 3201",http://192.168.141.141/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3652",http://192.168.82.82/login.php,1,30,1,4,0,3
"Welcome to our website, user 453",https://www.legit453.com/login,0,30,0,2,1,1
"Welcome to our website, user 4345",https://www.legit4345.com/login,0,31,0,2,1,1
"Welcome to our website, user 927",https://www.legit927.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 1291",http://192.168.16.16/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3281",http://192.168.221.221/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3722",http://192.168.152.152/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1473",http://192.168.198.198/login.php,1,32,1,4,0,3
"Welcome to our website, user 37",https://www.legit37.com/login,0,29,0,2,1,1
"Your account has been compromised, click here 770",http://192.168.5.5/login.php,1,28,1,4,0,3
"Welcome to our website, user 2554",https://www.legit2554.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2632",http://192.168.82.82/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4998",http://192.168.153.153/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1620",http://192.168.90.90/login.php,1,30,1,4,0,3
"Welcome to our website, user 940",https://www.legit940.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 2398",http://192.168.103.103/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1128",http://192.168.108.108/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4829",http://192.168.239.239/login.php,1,32,1,4,0,3
"Welcome to our website, user 2680",https://www.legit2680.com/login,0,31,0,2,1,1
"Welcome to our website, user 4354",https://www.legit4354.com/login,0,31,0,2,1,1
"Welcome to our website, user 3058",https://www.legit3058.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2880",http://192.168.75.75/login.php,1,30,1,4,0,3
"Welcome to our website, user 738",https://www.legit738.com/login,0,30,0,2,1,1
"Welcome to our website, user 538",https://www.legit538.com/login,0,30,0,2,1,1
"Welcome to our website, user 3325",https://www.legit3325.com/login,0,31,0,2,1,1
"Welcome to our website, user 4239",https://www.legit4239.com/login,0,31,0,2,1,1
"Welcome to our website, user 1400",https://www.legit1400.com/login,0,31,0,2,1,1
"Welcome to our website, user 4046",https://www.legit4046.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 137",http://192.168.137.137/login.php,1,32,1,4,0,3
"Welcome to our website, user 4229",https://www.legit4229.com/login,0,31,0,2,1,1
"Welcome to our website, user 4191",https://www.legit4191.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4142",http://192.168.62.62/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 538",http://192.168.28.28/login.php,1,30,1,4,0,3
"Welcome to our website, user 2692",https://www.legit2692.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 340",http://192.168.85.85/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4917",http://192.168.72.72/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 2670",http://192.168.120.120/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4173",http://192.168.93.93/login.php,1,30,1,4,0,3
"Welcome to our website, user 1807",https://www.legit1807.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 111",http://192.168.111.111/login.php,1,32,1,4,0,3
"Welcome to our website, user 3989",https://www.legit3989.com/login,0,31,0,2,1,1
"Welcome to our website, user 3455",https://www.legit3455.com/login,0,31,0,2,1,1
"Welcome to our website, user 2907",https://www.legit2907.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1651",http://192.168.121.121/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3287",http://192.168.227.227/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1244",http://192.168.224.224/login.php,1,32,1,4,0,3
"Welcome to our website, user 2697",https://www.legit2697.com/login,0,31,0,2,1,1
"Welcome to our website, user 4016",https://www.legit4016.com/login,0,31,0,2,1,1
"Welcome to our website, user 4339",https://www.legit4339.com/login,0,31,0,2,1,1
"Welcome to our website, user 4645",https://www.legit4645.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2739",http://192.168.189.189/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2091",http://192.168.51.51/login.php,1,30,1,4,0,3
"Welcome to our website, user 4692",https://www.legit4692.com/login,0,31,0,2,1,1
"Welcome to our website, user 1739",https://www.legit1739.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 406",http://192.168.151.151/login.php,1,32,1,4,0,3
"Welcome to our website, user 4588",https://www.legit4588.com/login,0,31,0,2,1,1
"Welcome to our website, user 3125",https://www.legit3125.com/login,0,31,0,2,1,1
"Welcome to our website, user 2157",https://www.legit2157.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 333",http://192.168.78.78/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3636",http://192.168.66.66/login.php,1,30,1,4,0,3
"Welcome to our website, user 1825",https://www.legit1825.com/login,0,31,0,2,1,1
"Welcome to our website, user 4230",https://www.legit4230.com/login,0,31,0,2,1,1
"Welcome to our website, user 3487",https://www.legit3487.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4053",http://192.168.228.228/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4768",http://192.168.178.178/login.php,1,32,1,4,0,3
"Welcome to our website, user 3647",https://www.legit3647.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 902",http://192.168.137.137/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1385",http://192.168.110.110/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 638",http://192.168.128.128/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1423",http://192.168.148.148/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2826",http://192.168.21.21/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 2743",http://192.168.193.193/login.php,1,32,1,4,0,3
"Welcome to our website, user 3012",https://www.legit3012.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2671",http://192.168.121.121/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4548",http://192.168.213.213/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4977",http://192.168.132.132/login.php,1,32,1,4,0,3
"Welcome to our website, user 3080",https://www.legit3080.com/login,0,31,0,2,1,1
"Welcome to our website, user 3520",https://www.legit3520.com/login,0,31,0,2,1,1
"Welcome to our website, user 4978",https://www.legit4978.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2619",http://192.168.69.69/login.php,1,30,1,4,0,3
"Welcome to our website, user 4347",https://www.legit4347.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3440",http://192.168.125.125/login.php,1,32,1,4,0,3
"Welcome to our website, user 1346",https://www.legit1346.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2087",http://192.168.47.47/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3947",http://192.168.122.122/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 651",http://192.168.141.141/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3081",http://192.168.21.21/login.php,1,30,1,4,0,3
"Welcome to our website, user 1791",https://www.legit1791.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2428",http://192.168.133.133/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4579",http://192.168.244.244/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4959",http://192.168.114.114/login.php,1,32,1,4,0,3
"Welcome to our website, user 2270",https://www.legit2270.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4766",http://192.168.176.176/login.php,1,32,1,4,0,3
"Welcome to our website, user 2955",https://www.legit2955.com/login,0,31,0,2,1,1
"Welcome to our website, user 3443",https://www.legit3443.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2735",http://192.168.185.185/login.php,1,32,1,4,0,3
"Welcome to our website, user 833",https://www.legit833.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 1498",http://192.168.223.223/login.php,1,32,1,4,0,3
"Welcome to our website, user 2991",https://www.legit2991.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2792",http://192.168.242.242/login.php,1,32,1,4,0,3
"Welcome to our website, user 2150",https://www.legit2150.com/login,0,31,0,2,1,1
"Welcome to our website, user 4022",https://www.legit4022.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2614",http://192.168.64.64/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1123",http://192.168.103.103/login.php,1,32,1,4,0,3
"Welcome to our website, user 3338",https://www.legit3338.com/login,0,31,0,2,1,1
"Welcome to our website, user 4343",https://www.legit4343.com/login,0,31,0,2,1,1
"Welcome to our website, user 4463",https://www.legit4463.com/login,0,31,0,2,1,1
"Welcome to our website, user 2375",https://www.legit2375.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4043",http://192.168.218.218/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 570",http://192.168.60.60/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3598",http://192.168.28.28/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3503",http://192.168.188.188/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3879",http://192.168.54.54/login.php,1,30,1,4,0,3
"Welcome to our website, user 1886",https://www.legit1886.com/login,0,31,0,2,1,1
"Welcome to our website, user 1197",https://www.legit1197.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1426",http://192.168.151.151/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3910",http://192.168.85.85/login.php,1,30,1,4,0,3
"Welcome to our website, user 2935",https://www.legit2935.com/login,0,31,0,2,1,1
